[META] fileB_1m.bin.meta.json: 256 blocos x 4096 B  sha256=b41b6122bd779fcd...
[SEEDER] 256 blocos carregados de 'fileB_1m.bin'
[SEEDER] aguardando requisicoes... (Ctrl+C para encerrar)
[SERVER] ouvindo na porta 5000
[SERVER] bloco 126 -> 127.0.0.1:45408
[SERVER] bloco 126 -> 127.0.0.1:45412
[SERVER] bloco 127 -> 127.0.0.1:45420
[SERVER] bloco 127 -> 127.0.0.1:45422
[SERVER] bloco 128 -> 127.0.0.1:45428
[SERVER] bloco 128 -> 127.0.0.1:45436
[SERVER] bloco 129 -> 127.0.0.1:45450
[SERVER] bloco 129 -> 127.0.0.1:45466
[SERVER] bloco 130 -> 127.0.0.1:45476
[SERVER] bloco 130 -> 127.0.0.1:45478
[SERVER] bloco 131 -> 127.0.0.1:45494
[SERVER] bloco 131 -> 127.0.0.1:45508
[SERVER] bloco 132 -> 127.0.0.1:45516
[SERVER] bloco 132 -> 127.0.0.1:45526
[SERVER] bloco 133 -> 127.0.0.1:45528
[SERVER] bloco 133 -> 127.0.0.1:45540
[SERVER] bloco 134 -> 127.0.0.1:45554
[SERVER] bloco 134 -> 127.0.0.1:45562
[SERVER] bloco 135 -> 127.0.0.1:45578
[SERVER] bloco 135 -> 127.0.0.1:45582
[SERVER] bloco 136 -> 127.0.0.1:45584
[SERVER] bloco 136 -> 127.0.0.1:45600
[SERVER] bloco 137 -> 127.0.0.1:45606
[SERVER] bloco 137 -> 127.0.0.1:45610
[SERVER] bloco 138 -> 127.0.0.1:45614
[SERVER] bloco 138 -> 127.0.0.1:45626
[SERVER] bloco 139 -> 127.0.0.1:45640
[SERVER] bloco 139 -> 127.0.0.1:45654
[SERVER] bloco 140 -> 127.0.0.1:45662
[SERVER] bloco 140 -> 127.0.0.1:45664
[SERVER] bloco 141 -> 127.0.0.1:45680
[SERVER] bloco 141 -> 127.0.0.1:45696
[SERVER] bloco 142 -> 127.0.0.1:45706
[SERVER] bloco 142 -> 127.0.0.1:45710
[SERVER] bloco 143 -> 127.0.0.1:45712
[SERVER] bloco 143 -> 127.0.0.1:45726
[SERVER] bloco 144 -> 127.0.0.1:45732
[SERVER] bloco 144 -> 127.0.0.1:45742
[SERVER] bloco 145 -> 127.0.0.1:45750
[SERVER] bloco 145 -> 127.0.0.1:45758
[SERVER] bloco 146 -> 127.0.0.1:45764
[SERVER] bloco 146 -> 127.0.0.1:45772
[SERVER] bloco 147 -> 127.0.0.1:45780
[SERVER] bloco 147 -> 127.0.0.1:45784
[SERVER] bloco 148 -> 127.0.0.1:45788
[SERVER] bloco 148 -> 127.0.0.1:45790
[SERVER] bloco 149 -> 127.0.0.1:45794
[SERVER] bloco 149 -> 127.0.0.1:45800
[SERVER] bloco 150 -> 127.0.0.1:45812
[SERVER] bloco 150 -> 127.0.0.1:45818
[SERVER] bloco 151 -> 127.0.0.1:45832
[SERVER] bloco 151 -> 127.0.0.1:45846
[SERVER] bloco 152 -> 127.0.0.1:45854
[SERVER] bloco 152 -> 127.0.0.1:45864
[SERVER] bloco 153 -> 127.0.0.1:45866
[SERVER] bloco 153 -> 127.0.0.1:45882
[SERVER] bloco 154 -> 127.0.0.1:45898
[SERVER] bloco 155 -> 127.0.0.1:45906
[SERVER] bloco 154 -> 127.0.0.1:45916
[SERVER] bloco 156 -> 127.0.0.1:45926
[SERVER] bloco 155 -> 127.0.0.1:45940
[SERVER] bloco 157 -> 127.0.0.1:45944
[SERVER] bloco 156 -> 127.0.0.1:45960
[SERVER] bloco 158 -> 127.0.0.1:45972
[SERVER] bloco 157 -> 127.0.0.1:45980
[SERVER] bloco 159 -> 127.0.0.1:45990
[SERVER] bloco 158 -> 127.0.0.1:45998
[SERVER] bloco 160 -> 127.0.0.1:46000
[SERVER] bloco 159 -> 127.0.0.1:46014
[SERVER] bloco 161 -> 127.0.0.1:46026
[SERVER] bloco 160 -> 127.0.0.1:46028
[SERVER] bloco 162 -> 127.0.0.1:46040
[SERVER] bloco 161 -> 127.0.0.1:46054
[SERVER] bloco 163 -> 127.0.0.1:46056
[SERVER] bloco 162 -> 127.0.0.1:46058
[SERVER] bloco 164 -> 127.0.0.1:46066
[SERVER] bloco 163 -> 127.0.0.1:46074
[SERVER] bloco 165 -> 127.0.0.1:46082
[SERVER] bloco 164 -> 127.0.0.1:46084
[SERVER] bloco 166 -> 127.0.0.1:46090
[SERVER] bloco 165 -> 127.0.0.1:46096
[SERVER] bloco 167 -> 127.0.0.1:46110
[SERVER] bloco 166 -> 127.0.0.1:46118
[SERVER] bloco 168 -> 127.0.0.1:46130
[SERVER] bloco 167 -> 127.0.0.1:46146
[SERVER] bloco 169 -> 127.0.0.1:46160
[SERVER] bloco 168 -> 127.0.0.1:46176
[SERVER] bloco 170 -> 127.0.0.1:46178
[SERVER] bloco 169 -> 127.0.0.1:46186
[SERVER] bloco 171 -> 127.0.0.1:46190
[SERVER] bloco 170 -> 127.0.0.1:46200
[SERVER] bloco 172 -> 127.0.0.1:46216
[SERVER] bloco 171 -> 127.0.0.1:46232
[SERVER] bloco 173 -> 127.0.0.1:46242
[SERVER] bloco 172 -> 127.0.0.1:46250
[SERVER] bloco 174 -> 127.0.0.1:46260
[SERVER] bloco 173 -> 127.0.0.1:46276
[SERVER] bloco 175 -> 127.0.0.1:46280
[SERVER] bloco 174 -> 127.0.0.1:46282
[SERVER] bloco 176 -> 127.0.0.1:46298
[SERVER] bloco 175 -> 127.0.0.1:46304
[SERVER] bloco 177 -> 127.0.0.1:46310
[SERVER] bloco 176 -> 127.0.0.1:46314
[SERVER] bloco 178 -> 127.0.0.1:46328
[SERVER] bloco 177 -> 127.0.0.1:46336
[SERVER] bloco 179 -> 127.0.0.1:46338
[SERVER] bloco 178 -> 127.0.0.1:46342
[SERVER] bloco 180 -> 127.0.0.1:46358
[SERVER] bloco 181 -> 127.0.0.1:46384
[SERVER] bloco 179 -> 127.0.0.1:46374
[SERVER] bloco 182 -> 127.0.0.1:46396
[SERVER] bloco 180 -> 127.0.0.1:46398
[SERVER] bloco 183 -> 127.0.0.1:46406
[SERVER] bloco 181 -> 127.0.0.1:46410
[SERVER] bloco 184 -> 127.0.0.1:46422
[SERVER] bloco 182 -> 127.0.0.1:46434
[SERVER] bloco 185 -> 127.0.0.1:46438
[SERVER] bloco 183 -> 127.0.0.1:46452
[SERVER] bloco 186 -> 127.0.0.1:46458
[SERVER] bloco 184 -> 127.0.0.1:46470
[SERVER] bloco 187 -> 127.0.0.1:46486
[SERVER] bloco 185 -> 127.0.0.1:46498
[SERVER] bloco 188 -> 127.0.0.1:46512
[SERVER] bloco 186 -> 127.0.0.1:46526
[SERVER] bloco 189 -> 127.0.0.1:46532
[SERVER] bloco 187 -> 127.0.0.1:46546
[SERVER] bloco 190 -> 127.0.0.1:46562
[SERVER] bloco 188 -> 127.0.0.1:46572
[SERVER] bloco 191 -> 127.0.0.1:46576
[SERVER] bloco 189 -> 127.0.0.1:46584
[SERVER] bloco 192 -> 127.0.0.1:46596
[SERVER] bloco 190 -> 127.0.0.1:46598
[SERVER] bloco 193 -> 127.0.0.1:46602
[SERVER] bloco 191 -> 127.0.0.1:46616
[SERVER] bloco 194 -> 127.0.0.1:46630
[SERVER] bloco 192 -> 127.0.0.1:46644
[SERVER] bloco 195 -> 127.0.0.1:46648
[SERVER] bloco 193 -> 127.0.0.1:46662
[SERVER] bloco 196 -> 127.0.0.1:46670
[SERVER] bloco 194 -> 127.0.0.1:46678
